year,state,degree_level,fod_label,n_unweighted,pop_w,employed_w,unemployed_w,labor_force_w,employment_rate,lfp_rate,unemployment_rate,field_category,state_fips2,bls_unemployment_rate
2023,NC,Master,Studio Arts,1,33,0,33,33,0,1,1,Arts/Design,NA,NA
2023,NC,Master,Theology And Religious Vocations,3,32,12,20,32,0.375,1,0.625,Other,NA,NA
2023,NC,Master,Treatment Therapy Professions,9,157,157,0,157,1,1,0,Other,NA,NA
2023,NC,Master,Visual And Performing Arts,1,10,10,0,10,1,1,0,Arts/Design,NA,NA
2023,NC,NA,Animal Sciences,1,37,37,0,37,1,1,0,Other,NA,NA
2023,NC,NA,Anthropology And Archeology,2,39,39,0,39,1,1,0,SocialSciences,NA,NA
2023,NC,NA,Applied Mathematics,1,28,28,0,28,1,1,0,CS/Math/Stats,NA,NA
2023,NC,NA,Architecture,1,67,67,0,67,1,1,0,Other,NA,NA
2023,NC,NA,Biological Engineering,1,6,6,0,6,1,1,0,Engineering,NA,NA
2023,NC,NA,Biology,3,71,71,0,71,1,1,0,NaturalSciences,NA,NA
2023,NC,NA,Business Management And Administration,1,9,9,0,9,1,1,0,Business/Econ,NA,NA
2023,NC,NA,Chemistry,2,133,133,0,133,1,1,0,NaturalSciences,NA,NA
2023,NC,NA,Communications,3,60,51,4,55,0.85,0.9166666666666666,0.07272727272727272,Other,NA,NA
2023,NC,NA,Computer Science,1,9,0,0,0,0,0,NA,CS/Math/Stats,NA,NA
2023,NC,NA,Criminal Justice And Fire Protection,1,8,8,0,8,1,1,0,Other,NA,NA
2023,NC,NA,Economics,2,18,8,0,8,0.4444444444444444,0.4444444444444444,0,Business/Econ,NA,NA
2023,NC,NA,English Language And Literature,1,29,29,0,29,1,1,0,Humanities,NA,NA
2023,NC,NA,General Business,1,11,11,0,11,1,1,0,Business/Econ,NA,NA
2023,NC,NA,General Education,2,74,74,0,74,1,1,0,Education,NA,NA
2023,NC,NA,General Engineering,1,28,28,0,28,1,1,0,Engineering,NA,NA
2023,NC,NA,General Medical And Health Services,1,42,0,0,0,0,0,NA,Health,NA,NA
2023,NC,NA,Liberal Arts,1,10,10,0,10,1,1,0,Arts/Design,NA,NA
2023,NC,NA,Mathematics,1,21,0,0,0,0,0,NA,CS/Math/Stats,NA,NA
2023,NC,NA,Multi-Disciplinary Or General Science,2,33,33,0,33,1,1,0,Other,NA,NA
2023,NC,NA,Nursing,1,21,0,0,0,0,0,NA,Health,NA,NA
2023,NC,NA,Nutrition Sciences,3,46,10,0,10,0.21739130434782608,0.21739130434782608,0,Other,NA,NA
2023,NC,NA,Other Foreign Languages,1,30,0,0,0,0,0,NA,Humanities,NA,NA
2023,NC,NA,Pharmacy Pharmaceutical Sciences And Administration,5,101,101,0,101,1,1,0,Health,NA,NA
2023,NC,NA,Physical Fitness Parks Recreation And Leisure,3,121,121,0,121,1,1,0,Other,NA,NA
2023,NC,NA,Physics,1,9,9,0,9,1,1,0,NaturalSciences,NA,NA
2023,NC,NA,Political Science And Government,3,42,42,0,42,1,1,0,SocialSciences,NA,NA
2023,NC,NA,Psychology,3,43,25,0,25,0.5813953488372093,0.5813953488372093,0,SocialSciences,NA,NA
2023,NC,NA,Public Policy,1,13,13,0,13,1,1,0,Other,NA,NA
2023,NC,NA,Sociology,1,25,25,0,25,1,1,0,SocialSciences,NA,NA
2023,NC,NA,Treatment Therapy Professions,3,69,52,0,52,0.7536231884057971,0.7536231884057971,0,Other,NA,NA
2023,NE,Associate,NA,428,9185,8541,140,8681,0.9298856831790964,0.9451279259662493,0.01612717428867642,Unknown/NA,NA,NA
2023,NE,Bachelor,Accounting,14,244,244,0,244,1,1,0,Business/Econ,NA,NA
2023,NE,Bachelor,Actuarial Science,4,308,308,0,308,1,1,0,Other,NA,NA
2023,NE,Bachelor,Advertising And Public Relations,8,246,246,0,246,1,1,0,Other,NA,NA
2023,NE,Bachelor,Agricultural Economics,11,168,102,57,159,0.6071428571428571,0.9464285714285714,0.3584905660377358,Business/Econ,NA,NA
2023,NE,Bachelor,Agriculture Production And Management,21,480,480,0,480,1,1,0,Business/Econ,NA,NA
2023,NE,Bachelor,Animal Sciences,21,424,402,8,410,0.9481132075471698,0.96698113207547165,0.01951219512195122,Other,NA,NA
2023,NE,Bachelor,Anthropology And Archeology,3,70,70,0,70,1,1,0,SocialSciences,NA,NA
2023,NE,Bachelor,Architecture,4,396,396,0,396,1,1,0,Other,NA,NA
2023,NE,Bachelor,Art And Music Education,6,176,176,0,176,1,1,0,Education,NA,NA
2023,NE,Bachelor,Art History And Criticism,1,32,32,0,32,1,1,0,Humanities,NA,NA
2023,NE,Bachelor,Atmospheric Sciences And Meteorology,1,11,11,0,11,1,1,0,Other,NA,NA
2023,NE,Bachelor,Biochemical Sciences,2,31,18,0,18,0.5806451612903226,0.5806451612903226,0,Other,NA,NA
2023,NE,Bachelor,Biological Engineering,3,68,68,0,68,1,1,0,Engineering,NA,NA
2023,NE,Bachelor,Biology,16,491,433,0,433,0.8818737270875764,0.8818737270875764,0,NaturalSciences,NA,NA
2023,NE,Bachelor,Botany,1,58,58,0,58,1,1,0,Other,NA,NA
2023,NE,Bachelor,Business Management And Administration,38,1087,1075,8,1083,0.9889604415823368,0.9963201471941122,0.007386888273314866,Business/Econ,NA,NA
2023,NE,Bachelor,Chemical Engineering,2,108,108,0,108,1,1,0,Engineering,NA,NA
2023,NE,Bachelor,Chemistry,8,395,310,0,310,0.7848101265822784,0.7848101265822784,0,NaturalSciences,NA,NA
2023,NE,Bachelor,Civil Engineering,5,93,93,0,93,1,1,0,Engineering,NA,NA
2023,NE,Bachelor,Cognitive Science And Biopsychology,1,22,22,0,22,1,1,0,SocialSciences,NA,NA
2023,NE,Bachelor,Commercial Art And Graphic Design,16,285,285,0,285,1,1,0,Arts/Design,NA,NA
2023,NE,Bachelor,Communication Disorders Sciences And Services,1,34,0,0,0,0,0,NA,Other,NA,NA
2023,NE,Bachelor,Communication Technologies,2,81,81,0,81,1,1,0,Other,NA,NA
2023,NE,Bachelor,Communications,6,135,135,0,135,1,1,0,Other,NA,NA
2023,NE,Bachelor,Community And Public Health,2,33,33,0,33,1,1,0,Health,NA,NA
2023,NE,Bachelor,Composition And Rhetoric,2,66,66,0,66,1,1,0,Other,NA,NA
2023,NE,Bachelor,Computer Administration Management And Security,3,58,58,0,58,1,1,0,CS/Math/Stats,NA,NA
2023,NE,Bachelor,Computer And Information Systems,7,127,127,0,127,1,1,0,CS/Math/Stats,NA,NA
2023,NE,Bachelor,Computer Science,12,434,434,0,434,1,1,0,CS/Math/Stats,NA,NA
2023,NE,Bachelor,Construction Services,5,108,108,0,108,1,1,0,Other,NA,NA
2023,NE,Bachelor,Criminal Justice And Fire Protection,23,623,572,0,572,0.9181380417335474,0.9181380417335474,0,Other,NA,NA
2023,NE,Bachelor,Criminology,3,46,46,0,46,1,1,0,Other,NA,NA
2023,NE,Bachelor,Drama And Theater Arts,4,121,121,0,121,1,1,0,Arts/Design,NA,NA
2023,NE,Bachelor,Ecology,1,25,25,0,25,1,1,0,Other,NA,NA
2023,NE,Bachelor,Economics,10,206,166,40,206,0.8058252427184466,1,0.1941747572815534,Business/Econ,NA,NA
2023,NE,Bachelor,Electrical Engineering,4,115,115,0,115,1,1,0,Engineering,NA,NA
2023,NE,Bachelor,"Electrical, Mechanical, And Precision Technologies And Production",1,103,103,0,103,1,1,0,Other,NA,NA
2023,NE,Bachelor,Elementary Education,37,995,995,0,995,1,1,0,Education,NA,NA
2023,NE,Bachelor,English Language And Literature,13,326,326,0,326,1,1,0,Humanities,NA,NA
2023,NE,Bachelor,Environmental Science,6,135,121,0,121,0.8962962962962963,0.8962962962962963,0,Other,NA,NA
2023,NE,Bachelor,Family And Consumer Sciences,6,152,141,0,141,0.9276315789473685,0.9276315789473685,0,Other,NA,NA
2023,NE,Bachelor,Film Video And Photographic Arts,3,119,119,0,119,1,1,0,Arts/Design,NA,NA
2023,NE,Bachelor,Finance,18,435,435,0,435,1,1,0,Business/Econ,NA,NA
2023,NE,Bachelor,Fine Arts,9,339,280,0,280,0.8259587020648967,0.8259587020648967,0,Arts/Design,NA,NA
2023,NE,Bachelor,French German Latin And Other Common Foreign Language Studies,4,92,92,0,92,1,1,0,Other,NA,NA
2023,NE,Bachelor,General Agriculture,7,159,159,0,159,1,1,0,Other,NA,NA
2023,NE,Bachelor,General Business,26,896,863,33,896,0.9631696428571429,1,0.036830357142857144,Business/Econ,NA,NA
2023,NE,Bachelor,General Education,14,255,255,0,255,1,1,0,Education,NA,NA
2023,NE,Bachelor,General Engineering,4,119,104,0,104,0.8739495798319328,0.8739495798319328,0,Engineering,NA,NA
2023,NE,Bachelor,General Medical And Health Services,3,45,33,0,33,0.7333333333333333,0.7333333333333333,0,Health,NA,NA
2023,NE,Bachelor,Geography,2,25,14,0,14,0.56,0.56,0,Other,NA,NA
2023,NE,Bachelor,Geology And Earth Science,1,20,20,0,20,1,1,0,NaturalSciences,NA,NA
2023,NE,Bachelor,Health And Medical Administrative Services,3,46,14,15,29,0.30434782608695654,0.6304347826086957,0.5172413793103449,Health,NA,NA
2023,NE,Bachelor,Health And Medical Preparatory Programs,2,23,6,0,6,0.2608695652173913,0.2608695652173913,0,Health,NA,NA
2023,NE,Bachelor,History,7,104,104,0,104,1,1,0,Humanities,NA,NA
2023,NE,Bachelor,Hospitality Management,7,105,105,0,105,1,1,0,Business/Econ,NA,NA
2023,NE,Bachelor,Human Resources And Personnel Management,3,76,76,0,76,1,1,0,Business/Econ,NA,NA
2023,NE,Bachelor,Human Services And Community Organization,5,105,105,0,105,1,1,0,Other,NA,NA
2023,NE,Bachelor,Humanities,1,43,43,0,43,1,1,0,Humanities,NA,NA
2023,NE,Bachelor,Industrial And Manufacturing Engineering,1,18,18,0,18,1,1,0,Engineering,NA,NA
2023,NE,Bachelor,Industrial And Organizational Psychology,1,18,18,0,18,1,1,0,SocialSciences,NA,NA
2023,NE,Bachelor,Industrial Production Technologies,1,3,3,0,3,1,1,0,Other,NA,NA
2023,NE,Bachelor,Intercultural And International Studies,3,82,55,0,55,0.6707317073170732,0.6707317073170732,0,SocialSciences,NA,NA
2023,NE,Bachelor,Interdisciplinary Social Sciences,1,17,17,0,17,1,1,0,SocialSciences,NA,NA
2023,NE,Bachelor,International Business,1,5,5,0,5,1,1,0,Business/Econ,NA,NA
2023,NE,Bachelor,International Relations,2,116,116,0,116,1,1,0,SocialSciences,NA,NA
2023,NE,Bachelor,Journalism,12,417,396,0,396,0.9496402877697842,0.9496402877697842,0,Other,NA,NA
2023,NE,Bachelor,Language And Drama Education,4,96,96,0,96,1,1,0,Education,NA,NA
2023,NE,Bachelor,Liberal Arts,2,22,22,0,22,1,1,0,Arts/Design,NA,NA
2023,NE,Bachelor,Library Science,1,20,20,0,20,1,1,0,Other,NA,NA
2023,NE,Bachelor,Management Information Systems And Statistics,2,20,20,0,20,1,1,0,CS/Math/Stats,NA,NA
2023,NE,Bachelor,Marketing And Marketing Research,23,641,507,134,641,0.7909516380655226,1,0.20904836193447737,Business/Econ,NA,NA
2023,NE,Bachelor,Mass Media,1,21,0,0,0,0,0,NA,Other,NA,NA
2023,NE,Bachelor,Mathematics,6,163,117,0,117,0.7177914110429447,0.7177914110429447,0,CS/Math/Stats,NA,NA
2023,NE,Bachelor,Mathematics Teacher Education,5,137,137,0,137,1,1,0,CS/Math/Stats,NA,NA
2023,NE,Bachelor,Mechanical Engineering,6,91,91,0,91,1,1,0,Engineering,NA,NA
2023,NE,Bachelor,Medical Assisting Services,2,36,36,0,36,1,1,0,Other,NA,NA
2023,NE,Bachelor,Medical Technologies Technicians,6,81,81,0,81,1,1,0,Other,NA,NA
2023,NE,Bachelor,Microbiology,4,62,62,0,62,1,1,0,NaturalSciences,NA,NA
2023,NE,Bachelor,Miscellaneous Agriculture,5,54,49,0,49,0.9074074074074074,0.9074074074074074,0,Other,NA,NA
2023,NE,Bachelor,Miscellaneous Biology,2,36,36,0,36,1,1,0,NaturalSciences,NA,NA
2023,NE,Bachelor,Miscellaneous Business and Medical Administration,3,40,40,0,40,1,1,0,Business/Econ,NA,NA
2023,NE,Bachelor,Miscellaneous Education,4,66,66,0,66,1,1,0,Education,NA,NA
2023,NE,Bachelor,Miscellaneous Engineering,1,63,63,0,63,1,1,0,Engineering,NA,NA
2023,NE,Bachelor,Miscellaneous Engineering Technologies,2,22,22,0,22,1,1,0,Engineering,NA,NA
2023,NE,Bachelor,Miscellaneous Health Medical Professions,1,113,113,0,113,1,1,0,Health,NA,NA
2023,NE,Bachelor,Miscellaneous Psychology,1,20,20,0,20,1,1,0,SocialSciences,NA,NA
2023,NE,Bachelor,Molecular Biology,1,76,76,0,76,1,1,0,NaturalSciences,NA,NA
2023,NE,Bachelor,Multi-Disciplinary Or General Science,9,213,202,0,202,0.9483568075117371,0.9483568075117371,0,Other,NA,NA
2023,NE,Bachelor,Multi/Interdisciplinary Studies,1,20,20,0,20,1,1,0,Other,NA,NA
2023,NE,Bachelor,Music,4,189,189,0,189,1,1,0,Arts/Design,NA,NA
2023,NE,Bachelor,Natural Resources Management,4,77,77,0,77,1,1,0,Business/Econ,NA,NA
2023,NE,Bachelor,"Nuclear, Industrial Radiology, And Biological Technologies",2,10,10,0,10,1,1,0,NaturalSciences,NA,NA
2023,NE,Bachelor,Nursing,63,1615,1568,0,1568,0.9708978328173374,0.9708978328173374,0,Health,NA,NA
2023,NE,Bachelor,Nutrition Sciences,2,43,43,0,43,1,1,0,Other,NA,NA
2023,NE,Bachelor,Operations Logistics And E-Commerce,4,66,66,0,66,1,1,0,Other,NA,NA
2023,NE,Bachelor,Other Foreign Languages,1,28,28,0,28,1,1,0,Humanities,NA,NA
2023,NE,Bachelor,Petroleum Engineering,2,76,35,41,76,0.4605263157894737,1,0.5394736842105263,Engineering,NA,NA
2023,NE,Bachelor,Philosophy And Religious Studies,3,61,61,0,61,1,1,0,Humanities,NA,NA
2023,NE,Bachelor,Physical And Health Education Teaching,2,28,28,0,28,1,1,0,Health,NA,NA
2023,NE,Bachelor,Physical Fitness Parks Recreation And Leisure,31,911,911,0,911,1,1,0,Other,NA,NA
2023,NE,Bachelor,Physics,1,39,39,0,39,1,1,0,NaturalSciences,NA,NA
2023,NE,Bachelor,Physiology,1,20,20,0,20,1,1,0,Other,NA,NA
2023,NE,Bachelor,Plant Science And Agronomy,13,377,350,27,377,0.9283819628647215,1,0.07161803713527852,Other,NA,NA
2023,NE,Bachelor,Political Science And Government,3,76,76,0,76,1,1,0,SocialSciences,NA,NA
2023,NE,Bachelor,Psychology,23,710,710,0,710,1,1,0,SocialSciences,NA,NA
2023,NE,Bachelor,Science And Computer Teacher Education,1,24,24,0,24,1,1,0,CS/Math/Stats,NA,NA
2023,NE,Bachelor,Secondary Teacher Education,5,103,103,0,103,1,1,0,Education,NA,NA
2023,NE,Bachelor,Social Science Or History Teacher Education,1,38,38,0,38,1,1,0,Education,NA,NA
2023,NE,Bachelor,Social Work,6,129,99,0,99,0.7674418604651163,0.7674418604651163,0,SocialSciences,NA,NA
2023,NE,Bachelor,Sociology,4,74,74,0,74,1,1,0,SocialSciences,NA,NA
2023,NE,Bachelor,Special Needs Education,4,96,96,0,96,1,1,0,Education,NA,NA
2023,NE,Bachelor,Statistics And Decision Science,2,91,60,0,60,0.6593406593406593,0.6593406593406593,0,CS/Math/Stats,NA,NA
2023,NE,Bachelor,Studio Arts,11,322,322,0,322,1,1,0,Arts/Design,NA,NA
2023,NE,Bachelor,Teacher Education: Multiple Levels,6,221,193,0,193,0.8733031674208145,0.8733031674208145,0,Education,NA,NA
2023,NE,Bachelor,Theology And Religious Vocations,5,106,106,0,106,1,1,0,Other,NA,NA
2023,NE,Bachelor,Transportation Sciences And Technologies,1,4,4,0,4,1,1,0,Other,NA,NA
2023,NE,Bachelor,Treatment Therapy Professions,5,180,180,0,180,1,1,0,Other,NA,NA
2023,NE,Master,Accounting,4,164,164,0,164,1,1,0,Business/Econ,NA,NA
2023,NE,Master,Advertising And Public Relations,1,24,24,0,24,1,1,0,Other,NA,NA
2023,NE,Master,Architecture,1,42,42,0,42,1,1,0,Other,NA,NA
2023,NE,Master,Biochemical Sciences,1,34,34,0,34,1,1,0,Other,NA,NA
2023,NE,Master,Biology,2,52,52,0,52,1,1,0,NaturalSciences,NA,NA
2023,NE,Master,Business Economics,1,18,18,0,18,1,1,0,Business/Econ,NA,NA
2023,NE,Master,Business Management And Administration,2,10,10,0,10,1,1,0,Business/Econ,NA,NA
2023,NE,Master,Chemical Engineering,1,23,23,0,23,1,1,0,Engineering,NA,NA
2023,NE,Master,Communication Disorders Sciences And Services,5,92,92,0,92,1,1,0,Other,NA,NA
2023,NE,Master,Communications,1,7,7,0,7,1,1,0,Other,NA,NA
2023,NE,Master,Computer And Information Systems,1,44,44,0,44,1,1,0,CS/Math/Stats,NA,NA
2023,NE,Master,Criminal Justice And Fire Protection,1,17,17,0,17,1,1,0,Other,NA,NA
2023,NE,Master,Economics,1,13,13,0,13,1,1,0,Business/Econ,NA,NA
2023,NE,Master,Elementary Education,4,24,20,0,20,0.8333333333333334,0.8333333333333334,0,Education,NA,NA
2023,NE,Master,English Language And Literature,1,21,21,0,21,1,1,0,Humanities,NA,NA
2023,NE,Master,General Agriculture,1,4,4,0,4,1,1,0,Other,NA,NA
2023,NE,Master,General Education,1,28,28,0,28,1,1,0,Education,NA,NA
2023,NE,Master,History,1,24,24,0,24,1,1,0,Humanities,NA,NA
2023,NE,Master,Language And Drama Education,1,8,8,0,8,1,1,0,Education,NA,NA
2023,NE,Master,Marketing And Marketing Research,2,105,42,0,42,0.4,0.4,0,Business/Econ,NA,NA
2023,NE,Master,Mathematics,1,7,7,0,7,1,1,0,CS/Math/Stats,NA,NA
2023,NE,Master,Mathematics Teacher Education,1,5,5,0,5,1,1,0,CS/Math/Stats,NA,NA
2023,NE,Master,Nursing,2,56,56,0,56,1,1,0,Health,NA,NA
2023,NE,Master,Nutrition Sciences,1,7,7,0,7,1,1,0,Other,NA,NA
2023,NE,Master,Physical Fitness Parks Recreation And Leisure,2,16,16,0,16,1,1,0,Other,NA,NA
2023,NE,Master,Psychology,1,6,0,6,6,0,1,1,SocialSciences,NA,NA
2023,NE,Master,Public Administration,1,19,0,0,0,0,0,NA,Other,NA,NA
2023,NE,Master,Social Work,1,6,6,0,6,1,1,0,SocialSciences,NA,NA
2023,NE,Master,Special Needs Education,1,19,19,0,19,1,1,0,Education,NA,NA
2023,NE,Master,Teacher Education: Multiple Levels,1,25,25,0,25,1,1,0,Education,NA,NA
2023,NE,Master,Treatment Therapy Professions,3,43,43,0,43,1,1,0,Other,NA,NA
2023,NE,NA,Biochemical Sciences,1,20,20,0,20,1,1,0,Other,NA,NA
2023,NE,NA,Biology,2,69,69,0,69,1,1,0,NaturalSciences,NA,NA
2023,NE,NA,Chemistry,1,19,0,0,0,0,0,NA,NaturalSciences,NA,NA
2023,NE,NA,Commercial Art And Graphic Design,1,22,22,0,22,1,1,0,Arts/Design,NA,NA
2023,NE,NA,Economics,1,33,33,0,33,1,1,0,Business/Econ,NA,NA
2023,NE,NA,French German Latin And Other Common Foreign Language Studies,1,107,107,0,107,1,1,0,Other,NA,NA
2023,NE,NA,Miscellaneous Biology,1,1,1,0,1,1,1,0,NaturalSciences,NA,NA
2023,NE,NA,Physical Fitness Parks Recreation And Leisure,1,6,6,0,6,1,1,0,Other,NA,NA
2023,NE,NA,Plant Science And Agronomy,1,26,26,0,26,1,1,0,Other,NA,NA
2023,NE,NA,Studio Arts,1,26,26,0,26,1,1,0,Arts/Design,NA,NA
2023,NE,NA,Treatment Therapy Professions,2,40,40,0,40,1,1,0,Other,NA,NA
2023,NH,Associate,NA,157,4280,4121,14,4135,0.9628504672897197,0.9661214953271028,0.003385731559854897,Unknown/NA,NA,NA
2023,NH,Bachelor,Accounting,10,225,225,0,225,1,1,0,Business/Econ,NA,NA
2023,NH,Bachelor,Animal Sciences,6,67,67,0,67,1,1,0,Other,NA,NA
2023,NH,Bachelor,Anthropology And Archeology,3,70,70,0,70,1,1,0,SocialSciences,NA,NA
2023,NH,Bachelor,Applied Mathematics,1,19,19,0,19,1,1,0,CS/Math/Stats,NA,NA
2023,NH,Bachelor,Architecture,3,183,183,0,183,1,1,0,Other,NA,NA
2023,NH,Bachelor,Art And Music Education,3,66,66,0,66,1,1,0,Education,NA,NA
2023,NH,Bachelor,Art History And Criticism,1,8,8,0,8,1,1,0,Humanities,NA,NA
2023,NH,Bachelor,Astronomy And Astrophysics,1,14,14,0,14,1,1,0,NaturalSciences,NA,NA
2023,NH,Bachelor,Biochemical Sciences,3,85,85,0,85,1,1,0,Other,NA,NA
2023,NH,Bachelor,Biology,16,539,488,0,488,0.9053803339517625,0.9053803339517625,0,NaturalSciences,NA,NA
2023,NH,Bachelor,Biomedical Engineering,4,202,119,83,202,0.5891089108910891,1,0.41089108910891087,Engineering,NA,NA
2023,NH,Bachelor,Botany,1,8,8,0,8,1,1,0,Other,NA,NA
2023,NH,Bachelor,Business Economics,1,8,8,0,8,1,1,0,Business/Econ,NA,NA
2023,NH,Bachelor,Business Management And Administration,27,654,615,0,615,0.9403669724770642,0.9403669724770642,0,Business/Econ,NA,NA
2023,NH,Bachelor,Chemical Engineering,4,60,51,9,60,0.85,1,0.15,Engineering,NA,NA
2023,NH,Bachelor,Chemistry,5,67,67,0,67,1,1,0,NaturalSciences,NA,NA
2023,NH,Bachelor,Civil Engineering,7,246,246,0,246,1,1,0,Engineering,NA,NA
2023,NH,Bachelor,Commercial Art And Graphic Design,10,224,211,0,211,0.9419642857142857,0.9419642857142857,0,Arts/Design,NA,NA
2023,NH,Bachelor,Communication Technologies,3,75,62,13,75,0.8266666666666667,1,0.17333333333333334,Other,NA,NA
2023,NH,Bachelor,Communications,9,491,491,0,491,1,1,0,Other,NA,NA
2023,NH,Bachelor,Community And Public Health,6,78,59,19,78,0.7564102564102564,1,0.24358974358974358,Health,NA,NA
2023,NH,Bachelor,Composition And Rhetoric,3,90,56,0,56,0.6222222222222222,0.6222222222222222,0,Other,NA,NA
2023,NH,Bachelor,Computer And Information Systems,13,290,269,21,290,0.9275862068965517,1,0.07241379310344828,CS/Math/Stats,NA,NA
2023,NH,Bachelor,Computer Engineering,6,143,91,0,91,0.6363636363636364,0.6363636363636364,0,CS/Math/Stats,NA,NA
2023,NH,Bachelor,Computer Networking And Telecommunications,1,21,21,0,21,1,1,0,CS/Math/Stats,NA,NA
2023,NH,Bachelor,Computer Programming And Data Processing,1,22,22,0,22,1,1,0,CS/Math/Stats,NA,NA
2023,NH,Bachelor,Computer Science,22,517,437,43,480,0.8452611218568665,0.9284332688588007,0.08958333333333333,CS/Math/Stats,NA,NA
2023,NH,Bachelor,Criminal Justice And Fire Protection,23,877,743,129,872,0.8472063854047891,0.9942987457240593,0.14793577981651376,Other,NA,NA
2023,NH,Bachelor,Drama And Theater Arts,3,146,146,0,146,1,1,0,Arts/Design,NA,NA
2023,NH,Bachelor,Early Childhood Education,3,59,41,0,41,0.6949152542372882,0.6949152542372882,0,Education,NA,NA
2023,NH,Bachelor,Ecology,3,30,24,6,30,0.8,1,0.2,Other,NA,NA
2023,NH,Bachelor,Economics,10,298,258,6,264,0.8657718120805369,0.8859060402684564,0.022727272727272728,Business/Econ,NA,NA
2023,NH,Bachelor,Electrical Engineering,11,198,198,0,198,1,1,0,Engineering,NA,NA
2023,NH,Bachelor,Elementary Education,11,204,181,0,181,0.8872549019607843,0.8872549019607843,0,Education,NA,NA
2023,NH,Bachelor,Engineering Mechanics Physics And Science,2,37,37,0,37,1,1,0,Engineering,NA,NA
2023,NH,Bachelor,English Language And Literature,12,369,353,16,369,0.9566395663956639,1,0.04336043360433604,Humanities,NA,NA
2023,NH,Bachelor,Environmental Engineering,1,18,18,0,18,1,1,0,Engineering,NA,NA
2023,NH,Bachelor,Environmental Science,7,125,107,0,107,0.856,0.856,0,Other,NA,NA
2023,NH,Bachelor,Family And Consumer Sciences,4,206,206,0,206,1,1,0,Other,NA,NA
2023,NH,Bachelor,Film Video And Photographic Arts,6,158,158,0,158,1,1,0,Arts/Design,NA,NA
2023,NH,Bachelor,Finance,16,381,381,0,381,1,1,0,Business/Econ,NA,NA
2023,NH,Bachelor,Fine Arts,5,131,59,32,91,0.45038167938931295,0.6946564885496184,0.3516483516483517,Arts/Design,NA,NA
2023,NH,Bachelor,French German Latin And Other Common Foreign Language Studies,2,60,60,0,60,1,1,0,Other,NA,NA
2023,NH,Bachelor,General Business,28,844,817,27,844,0.9680094786729858,1,0.031990521327014215,Business/Econ,NA,NA
2023,NH,Bachelor,General Education,10,295,295,0,295,1,1,0,Education,NA,NA
2023,NH,Bachelor,General Engineering,6,126,126,0,126,1,1,0,Engineering,NA,NA
2023,NH,Bachelor,General Medical And Health Services,4,79,79,0,79,1,1,0,Health,NA,NA
2023,NH,Bachelor,General Social Sciences,1,16,16,0,16,1,1,0,SocialSciences,NA,NA
2023,NH,Bachelor,Geography,2,58,58,0,58,1,1,0,Other,NA,NA
2023,NH,Bachelor,Geology And Earth Science,2,42,42,0,42,1,1,0,NaturalSciences,NA,NA
2023,NH,Bachelor,Health And Medical Administrative Services,1,46,46,0,46,1,1,0,Health,NA,NA
2023,NH,Bachelor,History,7,205,205,0,205,1,1,0,Humanities,NA,NA
2023,NH,Bachelor,Hospitality Management,6,203,203,0,203,1,1,0,Business/Econ,NA,NA
2023,NH,Bachelor,Human Services And Community Organization,3,60,60,0,60,1,1,0,Other,NA,NA
2023,NH,Bachelor,Industrial And Manufacturing Engineering,3,54,54,0,54,1,1,0,Engineering,NA,NA
2023,NH,Bachelor,Industrial Production Technologies,1,34,34,0,34,1,1,0,Other,NA,NA
2023,NH,Bachelor,Intercultural And International Studies,2,57,57,0,57,1,1,0,SocialSciences,NA,NA
2023,NH,Bachelor,Interdisciplinary Social Sciences,1,5,5,0,5,1,1,0,SocialSciences,NA,NA
2023,NH,Bachelor,International Business,3,81,81,0,81,1,1,0,Business/Econ,NA,NA
2023,NH,Bachelor,Journalism,3,54,54,0,54,1,1,0,Other,NA,NA
2023,NH,Bachelor,Liberal Arts,6,133,128,0,128,0.9624060150375939,0.9624060150375939,0,Arts/Design,NA,NA
2023,NH,Bachelor,Linguistics And Comparative Language And Literature,1,28,0,28,28,0,1,1,Humanities,NA,NA
2023,NH,Bachelor,Management Information Systems And Statistics,1,18,18,0,18,1,1,0,CS/Math/Stats,NA,NA
2023,NH,Bachelor,Marketing And Marketing Research,12,318,301,17,318,0.9465408805031447,1,0.05345911949685535,Business/Econ,NA,NA
2023,NH,Bachelor,Mass Media,5,223,127,96,223,0.5695067264573991,1,0.4304932735426009,Other,NA,NA
2023,NH,Bachelor,Mathematics,2,124,22,102,124,0.1774193548387097,1,0.8225806451612904,CS/Math/Stats,NA,NA
2023,NH,Bachelor,Mathematics And Computer Science,1,38,0,0,0,0,0,NA,CS/Math/Stats,NA,NA
2023,NH,Bachelor,Mathematics Teacher Education,4,93,93,0,93,1,1,0,CS/Math/Stats,NA,NA
2023,NH,Bachelor,Mechanical Engineering,16,462,427,0,427,0.9242424242424242,0.9242424242424242,0,Engineering,NA,NA
2023,NH,Bachelor,Mechanical Engineering Related Technologies,3,53,53,0,53,1,1,0,Engineering,NA,NA
2023,NH,Bachelor,Medical Assisting Services,1,44,44,0,44,1,1,0,Other,NA,NA
2023,NH,Bachelor,Medical Technologies Technicians,2,37,37,0,37,1,1,0,Other,NA,NA
2023,NH,Bachelor,Metallurgical Engineering,1,39,39,0,39,1,1,0,Engineering,NA,NA
2023,NH,Bachelor,Microbiology,1,41,41,0,41,1,1,0,NaturalSciences,NA,NA
